dates    amo    ???
2005.92    0.19600   0.00 
2006.00    0.10400   0.00 
2006.08    0.05500   0.00 
2006.17    0.04000   0.00 
2006.25    0.17700   0.00 
2006.33    0.28800   0.00 
2006.42    0.31300   0.00 
2006.50    0.35400   0.00 
2006.58    0.38100   0.00 
2006.67    0.34400   0.00 
2006.75    0.31400   0.00 
2006.83    0.26900   0.00 
2006.92    0.15100   0.00 
2007.00    0.15100   0.00 
2007.08    0.19700   0.00 
2007.17    0.10700   0.00 
2007.25    0.13900   0.00 
2007.33    0.09100   0.00 
2007.42    0.06800   0.00 
2007.50    0.10900   0.00 
2007.58    0.03500   0.00 
2007.67    0.07800   0.00 
2007.75    0.13800   0.00 
2007.83    0.15600   0.00 
2007.92    0.09100   0.00 
2008.00    0.01000   0.00 
2008.08    0.10800   0.00 
2008.17    0.13800   0.00 
2008.25    0.02200   0.00 
2008.33    0.15200   0.00 
2008.42    0.23600   0.00 
2008.50    0.18600   0.00 
2008.58    0.15500   0.00 
2008.67    0.17800   0.00 
2008.75    0.08200   0.00 
2008.83   -0.01900   0.00 
2008.92   -0.00200   0.00 
2009.00   -0.07900   0.00 
2009.08   -0.18500   0.00 
2009.17   -0.18000   0.00 
2009.25   -0.15100   0.00 
2009.33   -0.08200   0.00 
2009.42    0.10100   0.00 
2009.50    0.20800   0.00 
2009.58    0.13200   0.00 
2009.67    0.03700   0.00 
2009.75    0.14400   0.00 
2009.83    0.04900   0.00 
2009.92    0.06200   0.00 
2010.00    0.01900   0.00 
2010.08    0.15700   0.00 
2010.17    0.26700   0.00 
2010.25    0.40500   0.00 
2010.33    0.43900   0.00 
2010.42    0.42700   0.00 
2010.50    0.42900   0.00 
2010.58    0.50500   0.00 
2010.67    0.42800   0.00 
2010.75    0.30300   0.00 
2010.83    0.21500   0.00 
2010.92    0.18700   0.00 
2011.00    0.12300   0.00 
2011.08    0.08700   0.00 
2011.17    0.03400   0.00 
2011.25    0.07100   0.00 
2011.33    0.13100   0.00 
2011.42    0.15700   0.00 
2011.50    0.07100   0.00 
2011.58    0.12600   0.00 
2011.67    0.12300   0.00 
2011.75    0.04200   0.00 
2011.83   -0.09200   0.00 
2011.92   -0.06600   0.00 
2012.00   -0.08600   0.00 
2012.08   -0.01700   0.00 
2012.17    0.00500   0.00 
2012.25    0.05900   0.00 
2012.33    0.14300   0.00 
2012.42    0.27900   0.00 
2012.50    0.35400   0.00 
2012.58    0.41000   0.00 
2012.67    0.42700   0.00 
2012.75    0.30800   0.00 
2012.83    0.14400   0.00 
2012.92    0.12000   0.00 
2013.00    0.10700   0.00 
2013.08    0.09400   0.00 
2013.17    0.13700   0.00 
2013.25    0.11500   0.00 
2013.33    0.08000   0.00 
2013.42    0.02500   0.00 
2013.50    0.16900   0.00 
2013.58    0.17300   0.00 
2013.67    0.23300   0.00 
2013.75    0.32500   0.00 
2013.83    0.10700   0.00 
2013.92    0.01500   0.00 
2014.00   -0.08300   0.00 
2014.08   -0.06400   0.00 
2014.17   -0.10300   0.00 
2014.25   -0.11600   0.00 
2014.33   -0.02300   0.00 
2014.42    0.04000   0.00 
2014.50    0.20000   0.00 
2014.58    0.31300   0.00 
2014.67    0.28800   0.00 
2014.75    0.27000   0.00 
2014.83    0.04300   0.00 
2014.92    0.03700   0.00 
2015.00   -0.03000   0.00 
2015.08   -0.02600   0.00 
2015.17   -0.15100   0.00 
2015.25   -0.09300   0.00 
2015.33    0.02300   0.00 
2015.42    0.00700   0.00 
2015.50    0.11000   0.00 
2015.58    0.15600   0.00 
2015.67    0.27800   0.00 
2015.75    0.30200   0.00 
2015.83    0.16400   0.00 
2015.92    0.20700   0.00 
2016.00    0.20900   0.00 
2016.08    0.13300   0.00 
2016.17    0.16600   0.00 
2016.25    0.15500   0.00 
2016.33    0.32200   0.00 
2016.42    0.38700   0.00 
2016.50    0.41000   0.00 
2016.58    0.43400   0.00 
2016.67    0.43500   0.00 
2016.75    0.35800   0.00 
2016.83    0.36800   0.00 
2016.92    0.31300   0.00 
2017.00    0.20300   0.00 
2017.08    0.20400   0.00 
2017.17    0.14500   0.00 
2017.25    0.26000   0.00 
2017.33    0.29200   0.00 
2017.42    0.28500   0.00 
2017.50    0.28000   0.00 
2017.58    0.28700   0.00 
2017.67    0.32800   0.00 
2017.75    0.41100   0.00 
2017.83    0.32900   0.00 
2017.92    0.34100   0.00 
2018.00    0.15000   0.00 
2018.08    0.04000   0.00 
2018.17    0.10900   0.00 
2018.25    0.04100   0.00 
2018.33   -0.02300   0.00 
2018.42   -0.03400   0.00 
2018.50   -0.00500   0.00 
2018.58    0.09000   0.00 
2018.67    0.13900   0.00 
2018.75    0.12100   0.00 
2018.83   -0.14300   0.00 
2018.92   -0.08300   0.00 
2019.00   -0.03700   0.00 
2019.08    0.05800   0.00 
2019.17    0.09900   0.00 
2019.25    0.10100   0.00 
2019.33    0.06500   0.00 
2019.42    0.15100   0.00 
2019.50    0.32900   0.00 
2019.58    0.31500   0.00 
2019.67    0.22300   0.00 
2019.75    0.13600   0.00 
2019.83    0.08700   0.00 
2019.92    0.14200   0.00 
2020.00    0.07300   0.00 
2020.08    0.33300   0.00 
2020.17    0.34600   0.00 
2020.25    0.34700   0.00 
2020.33    0.24300   0.00 
2020.42    0.24900   0.00 
2020.50    0.34100   0.00 
2020.58    0.42500   0.00 
2020.67    0.29600   0.00 
2020.75    0.28900   0.00 
2020.83    0.11300   0.00 
2020.92    0.16300   0.00 
2021.00    0.12600   0.00 
2021.08    0.13900   0.00 
2021.17    0.11200   0.00 
2021.25    0.05400   0.00 
2021.33    0.07200   0.00 
2021.42    0.13900   0.00 
2021.50    0.21000   0.00 
2021.58    0.24500   0.00 
2021.67    0.40200   0.00 
2021.75    0.47500   0.00 
2021.83    0.44500   0.00 
2021.92    0.25200   0.00 
2022.00    0.17600   0.00 
2022.08    0.13300   0.00 
2022.17    0.00900   0.00 
2022.25    0.11000   0.00 
2022.33    0.19700   0.00 
2022.42    0.19900   0.00 
2022.50    0.13600   0.00 
2022.58    0.35800   0.00 
2022.67    0.66200   0.00 
2022.75    0.48300   0.00 
2022.83    0.28200   0.00 
2022.92    0.21800   0.00 
2023.00    0.19200   0.00 
