y m d lod sig
1976  4 21  3.1180  0.7000 
1976  4 22  3.1660  0.7000 
1976  4 23  3.2160  0.7000 
1976  4 24  3.2490  0.7000 
1976  4 25  3.2550  0.7000 
1976  4 26  3.2310  0.7000 
1976  4 27  3.1880  0.7000 
1976  4 28  3.1150  0.7000 
1976  4 29  3.0420  0.7000 
1976  4 30  2.9730  0.7000 
1976  5  1  2.9200  0.7000 
1976  5  2  2.8960  0.7000 
1976  5  3  2.9110  0.7000 
1976  5  4  2.9740  0.7000 
1976  5  5  3.0880  0.7000 
1976  5  6  3.2370  0.7000 
1976  5  7  3.4240  0.7000 
1976  5  8  3.6010  0.7000 
1976  5  9  3.7320  0.7000 
1976  5 10  3.8020  0.7000 
1976  5 11  3.7790  0.7000 
1976  5 12  3.6670  0.7000 
1976  5 13  3.4920  0.7000 
1976  5 14  3.3150  0.7000 
1976  5 15  3.1720  0.7000 
1976  5 16  3.1070  0.7000 
1976  5 17  3.0960  0.7000 
1976  5 18  3.1150  0.7000 
1976  5 19  3.1550  0.7000 
1976  5 20  3.1850  0.7000 
1976  5 21  3.1860  0.7000 
1976  5 22  3.1610  0.7000 
1976  5 23  3.1090  0.7000 
1976  5 24  3.0190  0.7000 
1976  5 25  2.9170  0.7000 
1976  5 26  2.8020  0.7000 
1976  5 27  2.6790  0.7000 
1976  5 28  2.5810  0.7000 
1976  5 29  2.5100  0.7000 
1976  5 30  2.4750  0.7000 
1976  5 31  2.4960  0.7000 
1976  6  1  2.5540  0.7000 
1976  6  2  2.6540  0.7000 
1976  6  3  2.7800  0.7000 
1976  6  4  2.9180  0.7000 
1976  6  5  3.0180  0.7000 
1976  6  6  3.0650  0.7000 
1976  6  7  3.0380  0.7000 
1976  6  8  2.9370  0.7000 
1976  6  9  2.7780  0.7000 
1976  6 10  2.5970  0.7000 
1976  6 11  2.4390  0.7000 
1976  6 12  2.3270  0.7000 
1976  6 13  2.2920  0.7000 
1976  6 14  2.3090  0.7000 
1976  6 15  2.3490  0.7000 
1976  6 16  2.3840  0.7000 
1976  6 17  2.3950  0.7000 
1976  6 18  2.3750  0.7000 
1976  6 19  2.3260  0.7000 
1976  6 20  2.2590  0.7000 
1976  6 21  2.1780  0.7000 
1976  6 22  2.0720  0.7000 
1976  6 23  1.9840  0.7000 
1976  6 24  1.8980  0.7000 
1976  6 25  1.8370  0.7000 
1976  6 26  1.8230  0.7000 
1976  6 27  1.8540  0.7000 
1976  6 28  1.9430  0.7000 
1976  6 29  2.0770  0.7000 
1976  6 30  2.2500  0.7000 
1976  7  1  2.4160  0.7000 
1976  7  2  2.5630  0.7000 
1976  7  3  2.6550  0.7000 
1976  7  4  2.6770  0.7000 
1976  7  5  2.6320  0.7000 
1976  7  6  2.5350  0.7000 
1976  7  7  2.4160  0.7000 
1976  7  8  2.3080  0.7000 
1976  7  9  2.2440  0.7000 
1976  7 10  2.2310  0.7000 
1976  7 11  2.2670  0.7000 
1976  7 12  2.3410  0.7000 
1976  7 13  2.4220  0.7000 
1976  7 14  2.4850  0.7000 
1976  7 15  2.5130  0.7000 
1976  7 16  2.4950  0.7000 
1976  7 17  2.4540  0.7000 
1976  7 18  2.3770  0.7000 
1976  7 19  2.2920  0.7000 
1976  7 20  2.2000  0.7000 
1976  7 21  2.1160  0.7000 
1976  7 22  2.0440  0.7000 
1976  7 23  2.0270  0.7000 
1976  7 24  2.0440  0.7000 
1976  7 25  2.1120  0.7000 
1976  7 26  2.2390  0.7000 
1976  7 27  2.3950  0.7000 
1976  7 28  2.5750  0.7000 
1976  7 29  2.7240  0.7000 
1976  7 30  2.8250  0.7000 
1976  7 31  2.8360  0.7000 
1976  8  1  2.7780  0.7000 
1976  8  2  2.6520  0.7000 
1976  8  3  2.5010  0.7000 
1976  8  4  2.3630  0.7000 
1976  8  5  2.2540  0.7000 
1976  8  6  2.2020  0.7000 
1976  8  7  2.1890  0.7000 
1976  8  8  2.2330  0.7000 
1976  8  9  2.2980  0.7000 
1976  8 10  2.3470  0.7000 
1976  8 11  2.3780  0.7000 
1976  8 12  2.3690  0.7000 
1976  8 13  2.3210  0.7000 
1976  8 14  2.2510  0.7000 
1976  8 15  2.1600  0.7000 
1976  8 16  2.0690  0.7000 
1976  8 17  1.9800  0.7000 
1976  8 18  1.9170  0.7000 
1976  8 19  1.8850  0.7000 
1976  8 20  1.8950  0.7000 
1976  8 21  1.9640  0.7000 
1976  8 22  2.0960  0.7000 
1976  8 23  2.2750  0.7000 
1976  8 24  2.4850  0.7000 
1976  8 25  2.7030  0.7000 
1976  8 26  2.8670  0.7000 
1976  8 27  2.9620  0.7000 
1976  8 28  2.9600  0.7000 
1976  8 29  2.8780  0.7000 
1976  8 30  2.7510  0.7000 
1976  8 31  2.6270  0.7000 
1976  9  1  2.5420  0.7000 
1976  9  2  2.5150  0.7000 
1976  9  3  2.5490  0.7000 
1976  9  4  2.6330  0.7000 
1976  9  5  2.7460  0.7000 
1976  9  6  2.8650  0.7000 
1976  9  7  2.9680  0.7000 
1976  9  8  3.0380  0.7000 
1976  9  9  3.0670  0.7000 
1976  9 10  3.0600  0.7000 
1976  9 11  3.0260  0.7000 
1976  9 12  2.9670  0.7000 
1976  9 13  2.9160  0.7000 
1976  9 14  2.8560  0.7000 
1976  9 15  2.8210  0.7000 
1976  9 16  2.8230  0.7000 
1976  9 17  2.8700  0.7000 
1976  9 18  2.9580  0.7000 
1976  9 19  3.1060  0.7000 
1976  9 20  3.2860  0.7000 
1976  9 21  3.4860  0.7000 
1976  9 22  3.6700  0.7000 
1976  9 23  3.7930  0.7000 
1976  9 24  3.8140  0.7000 
1976  9 25  3.7450  0.7000 
1976  9 26  3.6020  0.7000 
1976  9 27  3.4220  0.7000 
1976  9 28  3.2760  0.7000 
1976  9 29  3.1780  0.7000 
1976  9 30  3.1460  0.7000 
1976 10  1  3.1680  0.7000 
1976 10  2  3.2230  0.7000 
1976 10  3  3.2890  0.7000 
1976 10  4  3.3480  0.7000 
1976 10  5  3.3820  0.7000 
1976 10  6  3.3740  0.7000 
1976 10  7  3.3400  0.7000 
1976 10  8  3.2750  0.7000 
1976 10  9  3.1810  0.7000 
1976 10 10  3.0900  0.7000 
1976 10 11  3.0070  0.7000 
1976 10 12  2.9430  0.7000 
1976 10 13  2.9190  0.7000 
1976 10 14  2.9360  0.7000 
1976 10 15  2.9880  0.7000 
1976 10 16  3.0990  0.7000 
1976 10 17  3.2540  0.7000 
1976 10 18  3.4390  0.7000 
1976 10 19  3.6210  0.7000 
1976 10 20  3.7820  0.7000 
1976 10 21  3.8660  0.7000 
1976 10 22  3.8670  0.7000 
1976 10 23  3.7770  0.7000 
1976 10 24  3.6180  0.7000 
1976 10 25  3.4520  0.7000 
1976 10 26  3.3270  0.7000 
1976 10 27  3.2670  0.7000 
1976 10 28  3.2590  0.7000 
1976 10 29  3.3020  0.7000 
1976 10 30  3.3480  0.7000 
1976 10 31  3.3760  0.7000 
1976 11  1  3.3850  0.7000 
1976 11  2  3.3660  0.7000 
1976 11  3  3.3170  0.7000 
1976 11  4  3.2400  0.7000 
1976 11  5  3.1300  0.7000 
1976 11  6  3.0100  0.7000 
1976 11  7  2.9040  0.7000 
1976 11  8  2.8050  0.7000 
1976 11  9  2.7310  0.7000 
1976 11 10  2.6930  0.7000 
1976 11 11  2.7060  0.7000 
1976 11 12  2.7530  0.7000 
1976 11 13  2.8400  0.7000 
1976 11 14  2.9690  0.7000 
1976 11 15  3.1220  0.7000 
1976 11 16  3.2640  0.7000 
1976 11 17  3.3660  0.7000 
1976 11 18  3.4090  0.7000 
1976 11 19  3.3690  0.7000 
1976 11 20  3.2590  0.7000 
1976 11 21  3.1140  0.7000 
1976 11 22  2.9930  0.7000 
1976 11 23  2.9240  0.7000 
1976 11 24  2.9110  0.7000 
1976 11 25  2.9580  0.7000 
1976 11 26  3.0270  0.7000 
1976 11 27  3.0880  0.7000 
1976 11 28  3.1250  0.7000 
1976 11 29  3.1320  0.7000 
1976 11 30  3.1000  0.7000 
1976 12  1  3.0420  0.7000 
1976 12  2  2.9740  0.7000 
1976 12  3  2.8830  0.7000 
1976 12  4  2.7930  0.7000 
1976 12  5  2.7070  0.7000 
1976 12  6  2.6560  0.7000 
1976 12  7  2.6290  0.7000 
1976 12  8  2.6300  0.7000 
1976 12  9  2.6820  0.7000 
1976 12 10  2.7620  0.7000 
1976 12 11  2.8720  0.7000 
1976 12 12  2.9850  0.7000 
1976 12 13  3.0910  0.7000 
1976 12 14  3.1660  0.7000 
1976 12 15  3.2000  0.7000 
1976 12 16  3.1600  0.7000 
1976 12 17  3.0680  0.7000 
1976 12 18  2.9250  0.7000 
1976 12 19  2.7960  0.7000 
1976 12 20  2.6900  0.7000 
1976 12 21  2.6430  0.7000 
1976 12 22  2.6650  0.7000 
1976 12 23  2.7230  0.7000 
1976 12 24  2.7830  0.7000 
1976 12 25  2.8290  0.7000 
1976 12 26  2.8360  0.7000 
1976 12 27  2.8070  0.7000 
1976 12 28  2.7570  0.7000 
1976 12 29  2.6850  0.7000 
1976 12 30  2.6010  0.7000 
1976 12 31  2.5150  0.7000 
1977  1  1  2.4390  0.7000 
1977  1  2  2.3880  0.7000 
1977  1  3  2.3700  0.7000 
1977  1  4  2.4020  0.7000 
1977  1  5  2.4650  0.7000 
1977  1  6  2.5680  0.7000 
1977  1  7  2.7130  0.7000 
1977  1  8  2.8630  0.7000 
1977  1  9  3.0050  0.7000 
1977  1 10  3.1140  0.7000 
1977  1 11  3.1720  0.7000 
1977  1 12  3.1700  0.7000 
1977  1 13  3.1130  0.7000 
1977  1 14  3.0100  0.7000 
1977  1 15  2.9070  0.7000 
1977  1 16  2.8170  0.7000 
1977  1 17  2.7760  0.7000 
1977  1 18  2.7850  0.7000 
1977  1 19  2.8520  0.7000 
1977  1 20  2.9300  0.7000 
1977  1 21  3.0050  0.7000 
1977  1 22  3.0330  0.7000 
1977  1 23  3.0140  0.7000 
1977  1 24  2.9530  0.7000 
1977  1 25  2.8540  0.7000 
1977  1 26  2.7470  0.7000 
1977  1 27  2.6340  0.7000 
1977  1 28  2.5280  0.7000 
1977  1 29  2.4430  0.7000 
1977  1 30  2.3890  0.7000 
1977  1 31  2.3770  0.7000 
1977  2  1  2.4090  0.7000 
1977  2  2  2.4740  0.7000 
1977  2  3  2.5880  0.7000 
1977  2  4  2.7250  0.7000 
1977  2  5  2.8630  0.7000 
1977  2  6  2.9710  0.7000 
1977  2  7  3.0230  0.7000 
1977  2  8  3.0140  0.7000 
1977  2  9  2.9320  0.7000 
1977  2 10  2.8070  0.7000 
1977  2 11  2.6810  0.7000 
1977  2 12  2.5650  0.7000 
1977  2 13  2.5040  0.7000 
1977  2 14  2.5000  0.7000 
1977  2 15  2.5600  0.7000 
1977  2 16  2.6550  0.7000 
1977  2 17  2.7660  0.7000 
1977  2 18  2.8420  0.7000 
1977  2 19  2.8850  0.7000 
1977  2 20  2.8800  0.7000 
1977  2 21  2.8340  0.7000 
1977  2 22  2.7630  0.7000 
1977  2 23  2.6790  0.7000 
1977  2 24  2.5870  0.7000 
1977  2 25  2.5200  0.7000 
1977  2 26  2.4790  0.7000 
1977  2 27  2.4670  0.7000 
1977  2 28  2.5100  0.7000 
1977  3  1  2.5900  0.7000 
1977  3  2  2.7130  0.7000 
1977  3  3  2.8710  0.7000 
1977  3  4  3.0340  0.7000 
1977  3  5  3.1940  0.7000 
1977  3  6  3.3060  0.7000 
1977  3  7  3.3450  0.7000 
1977  3  8  3.3020  0.7000 
1977  3  9  3.1960  0.7000 
1977  3 10  3.0620  0.7000 
1977  3 11  2.9510  0.7000 
1977  3 12  2.8830  0.7000 
1977  3 13  2.8910  0.7000 
1977  3 14  2.9450  0.7000 
1977  3 15  3.0480  0.7000 
1977  3 16  3.1800  0.7000 
1977  3 17  3.3030  0.7000 
1977  3 18  3.3970  0.7000 
1977  3 19  3.4370  0.7000 
1977  3 20  3.4330  0.7000 
1977  3 21  3.3850  0.7000 
1977  3 22  3.3180  0.7000 
1977  3 23  3.2360  0.7000 
1977  3 24  3.1430  0.7000 
1977  3 25  3.0710  0.7000 
1977  3 26  3.0210  0.7000 
1977  3 27  3.0030  0.7000 
1977  3 28  3.0300  0.7000 
1977  3 29  3.1020  0.7000 
1977  3 30  3.2040  0.7000 
1977  3 31  3.3340  0.7000 
1977  4  1  3.4700  0.7000 
1977  4  2  3.5820  0.7000 
1977  4  3  3.6250  0.7000 
1977  4  4  3.5950  0.7000 
1977  4  5  3.4840  0.7000 
1977  4  6  3.3080  0.7000 
1977  4  7  3.1420  0.7000 
1977  4  8  3.0170  0.7000 
1977  4  9  2.9590  0.7000 
1977  4 10  2.9580  0.7000 
1977  4 11  3.0210  0.7000 
1977  4 12  3.1130  0.7000 
1977  4 13  3.2040  0.7000 
1977  4 14  3.2760  0.7000 
1977  4 15  3.3140  0.7000 
1977  4 16  3.3350  0.7000 
1977  4 17  3.3200  0.7000 
1977  4 18  3.2610  0.7000 
1977  4 19  3.1830  0.7000 
1977  4 20  3.1180  0.7000 
1977  4 21  3.0610  0.7000 
1977  4 22  3.0310  0.7000 
1977  4 23  3.0260  0.7000 
1977  4 24  3.0520  0.7000 
1977  4 25  3.1210  0.7000 
1977  4 26  3.2100  0.7000 
1977  4 27  3.3300  0.7000 
1977  4 28  3.4680  0.7000 
1977  4 29  3.6010  0.7000 
1977  4 30  3.7010  0.7000 
1977  5  1  3.7370  0.7000 
1977  5  2  3.6930  0.7000 
1977  5  3  3.5680  0.7000 
1977  5  4  3.4140  0.7000 
1977  5  5  3.2680  0.7000 
1977  5  6  3.1590  0.7000 
1977  5  7  3.1200  0.7000 
1977  5  8  3.1320  0.7000 
1977  5  9  3.1570  0.7000 
1977  5 10  3.1900  0.7000 
1977  5 11  3.2020  0.7000 
1977  5 12  3.1850  0.7000 
1977  5 13  3.1350  0.7000 
1977  5 14  3.0540  0.7000 
1977  5 15  2.9390  0.7000 
1977  5 16  2.8210  0.7000 
1977  5 17  2.7050  0.7000 
1977  5 18  2.5920  0.7000 
1977  5 19  2.5050  0.7000 
1977  5 20  2.4600  0.7000 
1977  5 21  2.4320  0.7000 
1977  5 22  2.4540  0.7000 
1977  5 23  2.5130  0.7000 
1977  5 24  2.6020  0.7000 
1977  5 25  2.7100  0.7000 
1977  5 26  2.8210  0.7000 
1977  5 27  2.9150  0.7000 
1977  5 28  2.9670  0.7000 
1977  5 29  2.9680  0.7000 
1977  5 30  2.9010  0.7000 
1977  5 31  2.7820  0.7000 
1977  6  1  2.6470  0.7000 
1977  6  2  2.5490  0.7000 
1977  6  3  2.5050  0.7000 
1977  6  4  2.5100  0.7000 
1977  6  5  2.5610  0.7000 
1977  6  6  2.6050  0.7000 
1977  6  7  2.6250  0.7000 
1977  6  8  2.6080  0.7000 
1977  6  9  2.5530  0.7000 
1977  6 10  2.4570  0.7000 
1977  6 11  2.3490  0.7000 
1977  6 12  2.2180  0.7000 
1977  6 13  2.0960  0.7000 
1977  6 14  1.9750  0.7000 
1977  6 15  1.8780  0.7000 
1977  6 16  1.8240  0.7000 
1977  6 17  1.7960  0.7000 
1977  6 18  1.8070  0.7000 
1977  6 19  1.8530  0.7000 
1977  6 20  1.9390  0.7000 
1977  6 21  2.0340  0.7000 
1977  6 22  2.1310  0.7000 
1977  6 23  2.2130  0.7000 
1977  6 24  2.2740  0.7000 
1977  6 25  2.2770  0.7000 
1977  6 26  2.2360  0.7000 
1977  6 27  2.1470  0.7000 
1977  6 28  2.0320  0.7000 
1977  6 29  1.9360  0.7000 
1977  6 30  1.8710  0.7000 
1977  7  1  1.8750  0.7000 
1977  7  2  1.9300  0.7000 
1977  7  3  2.0030  0.7000 
1977  7  4  2.0610  0.7000 
1977  7  5  2.0760  0.7000 
1977  7  6  2.0520  0.7000 
1977  7  7  1.9770  0.7000 
1977  7  8  1.8840  0.7000 
1977  7  9  1.7760  0.7000 
1977  7 10  1.6760  0.7000 
1977  7 11  1.5850  0.7000 
1977  7 12  1.5250  0.7000 
1977  7 13  1.4880  0.7000 
1977  7 14  1.4990  0.7000 
1977  7 15  1.5600  0.7000 
1977  7 16  1.6480  0.7000 
1977  7 17  1.7680  0.7000 
1977  7 18  1.9080  0.7000 
1977  7 19  2.0530  0.7000 
1977  7 20  2.1730  0.7000 
1977  7 21  2.2690  0.7000 
1977  7 22  2.2980  0.7000 
1977  7 23  2.2770  0.7000 
1977  7 24  2.2140  0.7000 
1977  7 25  2.1170  0.7000 
1977  7 26  2.0220  0.7000 
1977  7 27  1.9580  0.7000 
1977  7 28  1.9370  0.7000 
1977  7 29  1.9710  0.7000 
1977  7 30  2.0430  0.7000 
1977  7 31  2.1180  0.7000 
1977  8  1  2.1600  0.7000 
1977  8  2  2.1600  0.7000 
1977  8  3  2.0940  0.7000 
1977  8  4  1.9860  0.7000 
1977  8  5  1.8650  0.7000 
1977  8  6  1.7370  0.7000 
1977  8  7  1.6160  0.7000 
1977  8  8  1.5230  0.7000 
1977  8  9  1.4710  0.7000 
1977  8 10  1.4560  0.7000 
1977  8 11  1.4940  0.7000 
1977  8 12  1.5630  0.7000 
1977  8 13  1.6870  0.7000 
1977  8 14  1.8270  0.7000 
1977  8 15  1.9880  0.7000 
1977  8 16  2.1400  0.7000 
1977  8 17  2.2580  0.7000 
1977  8 18  2.3350  0.7000 
1977  8 19  2.3430  0.7000 
1977  8 20  2.3120  0.7000 
1977  8 21  2.2550  0.7000 
1977  8 22  2.2080  0.7000 
1977  8 23  2.1790  0.7000 
1977  8 24  2.2090  0.7000 
1977  8 25  2.2930  0.7000 
1977  8 26  2.4230  0.7000 
1977  8 27  2.5740  0.7000 
1977  8 28  2.7040  0.7000 
1977  8 29  2.8110  0.7000 
1977  8 30  2.8410  0.7000 
1977  8 31  2.8270  0.7000 
1977  9  1  2.7550  0.7000 
1977  9  2  2.6760  0.7000 
1977  9  3  2.5880  0.7000 
1977  9  4  2.5140  0.7000 
1977  9  5  2.4660  0.7000 
1977  9  6  2.4550  0.7000 
1977  9  7  2.4760  0.7000 
1977  9  8  2.5500  0.7000 
1977  9  9  2.6430  0.7000 
1977  9 10  2.7690  0.7000 
1977  9 11  2.9130  0.7000 
1977  9 12  3.0500  0.7000 
1977  9 13  3.1740  0.7000 
1977  9 14  3.2410  0.7000 
1977  9 15  3.2430  0.7000 
1977  9 16  3.1800  0.7000 
1977  9 17  3.0740  0.7000 
1977  9 18  2.9580  0.7000 
1977  9 19  2.8650  0.7000 
1977  9 20  2.8190  0.7000 
1977  9 21  2.8180  0.7000 
1977  9 22  2.8750  0.7000 
1977  9 23  2.9620  0.7000 
1977  9 24  3.0420  0.7000 
1977  9 25  3.1080  0.7000 
1977  9 26  3.1280  0.7000 
1977  9 27  3.0950  0.7000 
1977  9 28  3.0060  0.7000 
1977  9 29  2.8970  0.7000 
1977  9 30  2.7880  0.7000 
1977 10  1  2.6790  0.7000 
1977 10  2  2.6000  0.7000 
1977 10  3  2.5530  0.7000 
1977 10  4  2.5560  0.7000 
1977 10  5  2.5910  0.7000 
1977 10  6  2.6770  0.7000 
1977 10  7  2.8000  0.7000 
1977 10  8  2.9680  0.7000 
1977 10  9  3.1380  0.7000 
1977 10 10  3.3020  0.7000 
1977 10 11  3.4350  0.7000 
1977 10 12  3.5210  0.7000 
1977 10 13  3.5280  0.7000 
1977 10 14  3.4720  0.7000 
1977 10 15  3.3820  0.7000 
1977 10 16  3.2990  0.7000 
1977 10 17  3.2460  0.7000 
1977 10 18  3.2480  0.7000 
1977 10 19  3.3030  0.7000 
1977 10 20  3.3800  0.7000 
1977 10 21  3.4650  0.7000 
1977 10 22  3.5250  0.7000 
1977 10 23  3.5420  0.7000 
1977 10 24  3.5160  0.7000 
1977 10 25  3.4470  0.7000 
1977 10 26  3.3330  0.7000 
1977 10 27  3.2130  0.7000 
1977 10 28  3.0830  0.7000 
1977 10 29  2.9690  0.7000 
1977 10 30  2.8720  0.7000 
1977 10 31  2.8190  0.7000 
1977 11  1  2.8060  0.7000 
1977 11  2  2.8430  0.7000 
1977 11  3  2.9160  0.7000 
1977 11  4  3.0180  0.7000 
1977 11  5  3.1390  0.7000 
1977 11  6  3.2640  0.7000 
1977 11  7  3.3840  0.7000 
1977 11  8  3.4680  0.7000 
1977 11  9  3.4940  0.7000 
1977 11 10  3.4540  0.7000 
1977 11 11  3.3630  0.7000 
1977 11 12  3.2530  0.7000 
1977 11 13  3.1640  0.7000 
1977 11 14  3.1260  0.7000 
1977 11 15  3.1440  0.7000 
1977 11 16  3.1910  0.7000 
1977 11 17  3.2580  0.7000 
1977 11 18  3.2990  0.7000 
1977 11 19  3.3080  0.7000 
1977 11 20  3.2690  0.7000 
1977 11 21  3.1920  0.7000 
1977 11 22  3.0950  0.7000 
1977 11 23  2.9710  0.7000 
1977 11 24  2.8420  0.7000 
1977 11 25  2.7250  0.7000 
1977 11 26  2.6310  0.7000 
1977 11 27  2.5790  0.7000 
1977 11 28  2.5620  0.7000 
1977 11 29  2.5930  0.7000 
1977 11 30  2.6480  0.7000 
1977 12  1  2.7430  0.7000 
1977 12  2  2.8470  0.7000 
1977 12  3  2.9690  0.7000 
1977 12  4  3.0950  0.7000 
1977 12  5  3.1980  0.7000 
1977 12  6  3.2730  0.7000 
1977 12  7  3.3050  0.7000 
1977 12  8  3.2850  0.7000 
1977 12  9  3.2410  0.7000 
1977 12 10  3.1980  0.7000 
1977 12 11  3.1900  0.7000 
1977 12 12  3.2470  0.7000 
1977 12 13  3.3540  0.7000 
1977 12 14  3.4620  0.7000 
1977 12 15  3.5660  0.7000 
1977 12 16  3.6200  0.7000 
1977 12 17  3.6170  0.7000 
1977 12 18  3.5630  0.7000 
1977 12 19  3.4690  0.7000 
1977 12 20  3.3480  0.7000 
1977 12 21  3.2240  0.7000 
1977 12 22  3.1000  0.7000 
1977 12 23  2.9970  0.7000 
1977 12 24  2.9150  0.7000 
1977 12 25  2.8790  0.7000 
1977 12 26  2.8790  0.7000 
1977 12 27  2.9030  0.7000 
1977 12 28  2.9650  0.7000 
1977 12 29  3.0480  0.7000 
1977 12 30  3.1280  0.7000 
1977 12 31  3.2130  0.7000 
1978  1  1  3.2780  0.7000 
1978  1  2  3.3130  0.7000 
1978  1  3  3.3170  0.7000 
1978  1  4  3.2710  0.7000 
1978  1  5  3.2010  0.7000 
1978  1  6  3.1210  0.7000 
1978  1  7  3.0620  0.7000 
1978  1  8  3.0600  0.7000 
1978  1  9  3.1250  0.7000 
1978  1 10  3.2170  0.7000 
1978  1 11  3.3110  0.7000 
1978  1 12  3.3800  0.7000 
1978  1 13  3.3820  0.7000 
1978  1 14  3.3350  0.7000 
1978  1 15  3.2460  0.7000 
1978  1 16  3.1340  0.7000 
1978  1 17  3.0170  0.7000 
1978  1 18  2.8990  0.7000 
1978  1 19  2.8010  0.7000 
1978  1 20  2.7440  0.7000 
1978  1 21  2.7150  0.7000 
1978  1 22  2.7140  0.7000 
1978  1 23  2.7600  0.7000 
1978  1 24  2.8260  0.7000 
1978  1 25  2.9240  0.7000 
1978  1 26  3.0320  0.7000 
1978  1 27  3.1350  0.7000 
1978  1 28  3.2280  0.7000 
1978  1 29  3.2880  0.7000 
1978  1 30  3.3070  0.7000 
1978  1 31  3.2870  0.7000 
1978  2  1  3.2490  0.7000 
1978  2  2  3.2000  0.7000 
1978  2  3  3.1660  0.7000 
1978  2  4  3.1810  0.7000 
1978  2  5  3.2510  0.7000 
1978  2  6  3.3920  0.7000 
1978  2  7  3.5480  0.7000 
1978  2  8  3.6880  0.7000 
1978  2  9  3.7890  0.7000 
1978  2 10  3.8210  0.7000 
1978  2 11  3.7920  0.7000 
1978  2 12  3.7120  0.7000 
1978  2 13  3.6150  0.7000 
1978  2 14  3.5120  0.7000 
1978  2 15  3.4370  0.7000 
1978  2 16  3.3810  0.7000 
1978  2 17  3.3620  0.7000 
1978  2 18  3.3750  0.7000 
1978  2 19  3.4280  0.7000 
1978  2 20  3.5070  0.7000 
1978  2 21  3.5830  0.7000 
1978  2 22  3.6540  0.7000 
1978  2 23  3.7260  0.7000 
1978  2 24  3.7810  0.7000 
1978  2 25  3.8020  0.7000 
1978  2 26  3.7750  0.7000 
1978  2 27  3.7020  0.7000 
1978  2 28  3.6030  0.7000 
1978  3  1  3.4900  0.7000 
1978  3  2  3.3890  0.7000 
1978  3  3  3.3230  0.7000 
1978  3  4  3.3080  0.7000 
1978  3  5  3.3560  0.7000 
1978  3  6  3.4350  0.7000 
1978  3  7  3.5430  0.7000 
1978  3  8  3.6330  0.7000 
1978  3  9  3.6650  0.7000 
1978  3 10  3.6290  0.7000 
1978  3 11  3.5450  0.7000 
1978  3 12  3.4150  0.7000 
1978  3 13  3.2870  0.7000 
1978  3 14  3.1700  0.7000 
1978  3 15  3.0680  0.7000 
1978  3 16  3.0100  0.7000 
1978  3 17  2.9920  0.7000 
1978  3 18  3.0270  0.7000 
1978  3 19  3.0830  0.7000 
1978  3 20  3.1800  0.7000 
1978  3 21  3.3000  0.7000 
1978  3 22  3.4290  0.7000 
1978  3 23  3.5500  0.7000 
1978  3 24  3.6350  0.7000 
1978  3 25  3.6850  0.7000 
1978  3 26  3.6700  0.7000 
1978  3 27  3.6050  0.7000 
1978  3 28  3.5110  0.7000 
1978  3 29  3.4090  0.7000 
1978  3 30  3.3480  0.7000 
1978  3 31  3.3260  0.7000 
1978  4  1  3.3660  0.7000 
1978  4  2  3.4390  0.7000 
1978  4  3  3.5440  0.7000 
1978  4  4  3.6400  0.7000 
1978  4  5  3.6990  0.7000 
1978  4  6  3.7010  0.7000 
1978  4  7  3.6530  0.7000 
1978  4  8  3.5470  0.7000 
1978  4  9  3.4180  0.7000 
1978  4 10  3.2890  0.7000 
1978  4 11  3.1780  0.7000 
1978  4 12  3.0860  0.7000 
1978  4 13  3.0420  0.7000 
1978  4 14  3.0380  0.7000 
1978  4 15  3.0660  0.7000 
1978  4 16  3.1390  0.7000 
1978  4 17  3.2300  0.7000 
1978  4 18  3.3360  0.7000 
1978  4 19  3.4330  0.7000 
1978  4 20  3.5170  0.7000 
1978  4 21  3.5680  0.7000 
1978  4 22  3.5690  0.7000 
1978  4 23  3.5040  0.7000 
1978  4 24  3.4030  0.7000 
1978  4 25  3.2760  0.7000 
1978  4 26  3.1760  0.7000 
1978  4 27  3.1100  0.7000 
1978  4 28  3.1080  0.7000 
1978  4 29  3.1400  0.7000 
1978  4 30  3.2050  0.7000 
1978  5  1  3.2680  0.7000 
1978  5  2  3.3140  0.7000 
1978  5  3  3.3260  0.7000 
1978  5  4  3.2980  0.7000 
1978  5  5  3.2140  0.7000 
1978  5  6  3.1090  0.7000 
1978  5  7  2.9950  0.7000 
1978  5  8  2.8910  0.7000 
1978  5  9  2.8120  0.7000 
1978  5 10  2.7570  0.7000 
1978  5 11  2.7490  0.7000 
1978  5 12  2.7810  0.7000 
1978  5 13  2.8380  0.7000 
1978  5 14  2.9250  0.7000 
1978  5 15  3.0310  0.7000 
1978  5 16  3.1440  0.7000 
1978  5 17  3.2510  0.7000 
1978  5 18  3.3290  0.7000 
1978  5 19  3.3710  0.7000 
1978  5 20  3.3640  0.7000 
1978  5 21  3.3070  0.7000 
1978  5 22  3.2060  0.7000 
1978  5 23  3.1140  0.7000 
1978  5 24  3.0440  0.7000 
1978  5 25  3.0270  0.7000 
1978  5 26  3.0710  0.7000 
1978  5 27  3.1320  0.7000 
1978  5 28  3.1800  0.7000 
1978  5 29  3.1900  0.7000 
1978  5 30  3.1660  0.7000 
1978  5 31  3.0860  0.7000 
1978  6  1  2.9650  0.7000 
1978  6  2  2.8050  0.7000 
1978  6  3  2.6440  0.7000 
1978  6  4  2.4770  0.7000 
1978  6  5  2.3420  0.7000 
1978  6  6  2.2390  0.7000 
