dates 1 2 3 
1999.2674657534 1012.7 -9.9 0
1999.2678082192 1011.7 -11.1 0
1999.2681506849 1011.2 -8.5 0
1999.2684931507 1010.8 -3.9 0
1999.2688356164 1010.1 -1.8 0
1999.2691780822 1009.8 -2.3 0
1999.2695205479 1011.3 -4.7 0
1999.2698630137 1012.8 -7.1 0
1999.2702054795 1013.2 -9.5 0
1999.2705479452 1013.2 -9.3 0
1999.270890411 1013.2 -7.7 0
1999.2712328767 1013 -2.8 0
1999.2715753425 1010.6 -1 0
1999.2719178082 1008.8 -1.5 0
1999.272260274 1007.4 -2.1 0
1999.2726027397 1006.8 -2.2 0
1999.2729452055 1006.9 -3.9 0
1999.2732876712 1008.6 -5.3 0
1999.273630137 1009.8 -3.2 0
1999.2739726027 1010 -0.6 0
1999.2743150685 1011.6 1.5 0
1999.2746575342 1012.6 -0.5 0
1999.275 1013.3 -2.8 0
1999.2753424658 1014.3 -3.3 0
1999.2756849315 1014.3 -4.3 0
1999.2760273973 1015.9 -2.9 0
1999.276369863 1017.4 -2 0
1999.2767123288 1018.4 1.2 3.4
1999.2770547945 1018.6 3 3.4
1999.2773972603 1019 2.2 3.4
1999.277739726 1021 0.9 3.4
1999.2780821918 1021.7 0.3 3.4
1999.2784246575 1022 -2.1 3.4
1999.2787671233 1021.5 -2 3.4
1999.279109589 1021.6 -1.7 3.4
1999.2794520548 1021.4 -1 10
1999.2797945205 1021 -0.8 10
1999.2801369863 1019.5 -0.7 10
1999.2804794521 1017.7 -1 10
1999.2808219178 1015.7 -1.1 10
1999.2811643836 1011.8 -1.5 10
1999.2815068493 1005.8 -1.8 10
1999.2818493151 1000.2 -1.3 10
1999.2821917808 994.1 3.1 14.7
1999.2825342466 988.3 0.3 14.7
1999.2828767123 982.8 1.1 14.7
1999.2832191781 980.8 0.3 14.7
1999.2835616438 979.2 0.1 14.7
1999.2839041096 978.9 -1.1 14.7
1999.2842465753 979.5 -1.5 14.7
1999.2845890411 980 0.8 14.7
1999.2849315068 980 0.8 0
1999.2852739726 981.4 5.9 0
1999.2856164384 982.7 6.3 0
1999.2859589041 985.5 4.7 0
1999.2863013699 988.1 -0.3 0
1999.2866438356 991.6 -2.1 0
1999.2869863014 993.8 -4.2 0
1999.2873287671 997.4 -4.4 0
1999.2876712329 1001.3 0.3 0
1999.2880136986 1001.7 1.9 0
1999.2883561644 1003.7 2 0
1999.2886986301 1006.9 -2.5 0
1999.2890410959 1009 -4.4 0
1999.2893835616 1011 -6 0
1999.2897260274 1013 -5 0
1999.2900684932 1014.1 -3 0
1999.2904109589 1014.3 1.9 0
1999.2907534247 1014 6.4 0
1999.2910958904 1014.9 3.9 0
1999.2914383562 1017 1.9 0
1999.2917808219 1018.2 -2.3 0
1999.2921232877 1018.8 -3.5 0
1999.2924657534 1019.6 -3.9 0
1999.2928082192 1021 -0.2 0
1999.2931506849 1020.8 3.3 0
1999.2934931507 1020.3 3.6 0
1999.2938356164 1021.4 2.1 0
1999.2941780822 1022 0 0
1999.2945205479 1022.9 -2.1 0
1999.2948630137 1023.8 -3.9 0
1999.2952054795 1024.1 -4 0
1999.2955479452 1024.1 -3 0
1999.295890411 1024.1 -3 0
1999.2962328767 1024.1 -1.8 0
1999.2965753425 1024 -0.3 0
1999.2969178082 1024 0.1 0
1999.297260274 1024.1 -2 0
1999.2976027397 1024.4 -2.4 0
1999.2979452055 1024.6 -2.5 0
1999.2982876712 1024.6 -2 0
1999.298630137 1024.2 -0.1 0
1999.2989726027 1022.6 1.5 0
1999.2993150685 1022.5 1.6 0
1999.2996575342 1022.5 0.5 0
1999.3 1023 -1 0
1999.3003424658 1023.1 -1.9 0
1999.3006849315 1023.1 -1.6 0
1999.3010273973 1022.8 0 0
1999.301369863 1022.8 2.2 0
1999.3017123288 1022.2 3.5 0
1999.3020547945 1022.1 1.1 0
1999.3023972603 1022.6 0.3 0
1999.302739726 1023.7 0.1 0
1999.3030821918 1023.7 -0.3 0
1999.3034246575 1023.7 -0.4 0
1999.3037671233 1024.2 0.4 0
1999.304109589 1024.8 1 0.7
1999.3044520548 1024.6 1.1 0.7
1999.3047945205 1024.2 1.2 0.7
1999.3051369863 1025.5 -0.1 0.7
1999.3054794521 1026.2 -0.4 0.7
1999.3058219178 1026.2 -0.7 0.7
1999.3061643836 1025.4 -0.9 0.7
1999.3065068493 1026.1 -0.4 0.7
1999.3068493151 1025.8 -0.1 8.4
1999.3071917808 1025.3 0.5 8.4
1999.3075342466 1024.5 0.4 8.4
1999.3078767123 1024.8 0.1 8.4
1999.3082191781 1024.8 -0.3 8.4
1999.3085616438 1024.4 -0.9 8.4
1999.3089041096 1024 -1 8.4
1999.3092465753 1024.3 0.1 8.4
1999.3095890411 1023.7 0.9 18.7
1999.3099315068 1022.5 0.5 18.7
1999.3102739726 1022.1 0.3 18.7
1999.3106164384 1021 0.1 18.7
1999.3109589041 1020.5 -0.2 18.7
1999.3113013699 1017.7 -0.3 18.7
1999.3116438356 1016 -0.5 18.7
1999.3119863014 1014.3 0.7 18.7
1999.3123287671 1012.3 1.5 0
1999.3126712329 1010.6 6.5 0
1999.3130136986 1010.1 2.7 0
1999.3133561644 1010.8 -0.3 0
1999.3136986301 1011.1 -0.7 0
1999.3140410959 1011.1 -0.9 0
1999.3143835616 1011.9 -2.3 0
1999.3147260274 1012.3 2.5 0
1999.3150684932 1012 5.8 1.2
1999.3154109589 1011.8 6 1.2
1999.3157534247 1011.6 5.4 1.2
1999.3160958904 1011.3 3.2 1.2
1999.3164383562 1010.2 2.9 1.2
1999.3167808219 1008.2 1 1.2
1999.3171232877 1006 0 1.2
1999.3174657534 1005.6 1.8 1.2
1999.3178082192 1004.8 2 13
1999.3181506849 1003.9 2.5 13
1999.3184931507 1004 1.4 13
1999.3188356164 1003.6 0.1 13
1999.3191780822 1002.7 -0.5 13
1999.3195205479 999.8 -0.7 13
1999.3198630137 997.6 -0.1 13
1999.3202054795 995.7 0.1 13
1999.3205479452 995.1 0.3 4.1
1999.320890411 994.3 4.4 4.1
1999.3212328767 994.2 3.1 4.1
1999.3215753425 996.1 2 4.1
1999.3219178082 998.7 0.5 4.1
1999.322260274 1000.9 -0.4 4.1
1999.3226027397 1003.4 -3 4.1
1999.3229452055 1005.2 -0.1 4.1
1999.3232876712 1005.6 2.7 0
1999.323630137 1006.6 5.1 0
1999.3239726027 1008.3 4.9 0
1999.3243150685 1010.2 0.9 0
1999.3246575342 1012.8 -1.7 0
1999.325 1013.3 -2.8 0
1999.3253424658 1015 -3.5 0
1999.3256849315 1016 -0.5 0
1999.3260273973 1015.7 4.1 0
1999.326369863 1015.6 5.5 0
1999.3267123288 1015 2.8 0
1999.3270547945 1015.3 1.1 0
1999.3273972603 1015.5 -0.5 0
1999.327739726 1014.5 -0.9 0
1999.3280821918 1013.2 -0.3 0
1999.3284246575 1012.2 1.1 0
1999.3287671233 1011.1 4.9 0
1999.329109589 1010.7 3.5 0
1999.3294520548 1010.6 2 0
1999.3297945205 1010.8 1.6 0
1999.3301369863 1011 1.3 0
1999.3304794521 1011.7 2.2 0
1999.3308219178 1014.4 0.1 0
1999.3311643836 1016.9 3 0
1999.3315068493 1018.8 5.8 0
1999.3318493151 1020 8.2 0
1999.3321917808 1021.7 6.5 0
1999.3325342466 1023.2 4.5 0
1999.3328767123 1025.4 3 0
1999.3332191781 1027 0.2 0
1999.3335616438 1027.7 -0.3 0
1999.3339041096 1029.1 2.3 0
1999.3342465753 1029.8 3.3 0
1999.3345890411 1030.9 3.5 0
1999.3349315068 1031.5 2.5 0
1999.3352739726 1032.6 1 0
1999.3356164384 1033.3 0.9 0
1999.3359589041 1034.2 0.3 0
1999.3363013699 1034.3 -0.2 0
1999.3366438356 1034.8 0.7 0
1999.3369863014 1034.2 3 0
1999.3373287671 1033.8 4.2 0
1999.3376712329 1033.3 4.2 0
1999.3380136986 1033.5 1 0
1999.3383561644 1033.8 0.8 0
1999.3386986301 1032.9 0.3 0
1999.3390410959 1032.9 -0.3 0
1999.3393835616 1033.1 0.6 0
1999.3397260274 1033.1 1.9 0
1999.3400684932 1032.7 2.2 0
1999.3404109589 1031.8 2.1 0
1999.3407534247 1031.8 1.5 0
1999.3410958904 1033.4 1.2 0
1999.3414383562 1031.7 1 0
1999.3417808219 1031.4 0.7 0
1999.3421232877 1030.8 1.5 0
1999.3424657534 1030.3 2.9 0
1999.3428082192 1029.7 2.6 0
1999.3431506849 1029.2 2.2 0
1999.3434931507 1029.2 1.3 0
1999.3438356164 1027.2 1 0
1999.3441780822 1028.4 0.7 0
1999.3445205479 1027.8 0.6 0
1999.3448630137 1026.7 1.5 0
1999.3452054795 1026.2 2.4 0
1999.3455479452 1024.6 3.2 0
1999.345890411 1023.8 2.3 0
1999.3462328767 1023.4 0.6 0
1999.3465753425 1023.2 0.5 0
1999.3469178082 1022.5 0.3 0
1999.347260274 1021.5 -0.7 0
1999.3476027397 1021.7 2.1 0
1999.3479452055 1021.5 3.1 0
1999.3482876712 1021.2 3.3 0
1999.348630137 1020.5 2.8 0
1999.3489726027 1020.7 1.8 0
1999.3493150685 1021 0.4 0
1999.3496575342 1020 0.1 0
1999.35 1018.9 -1.9 0
1999.3503424658 1018.5 0 0
1999.3506849315 1016.7 1.5 0
1999.3510273973 1015.1 2.1 0
1999.351369863 1012.8 1.7 0
1999.3517123288 1012 1.1 0
1999.3520547945 1010.9 0.8 0
1999.3523972603 1008.6 1.4 0
1999.352739726 1008.1 2.3 0
1999.3530821918 1008 5.2 0
1999.3534246575 1006.8 8 0
1999.3537671233 1006.3 8.8 0
1999.354109589 1005.4 7.3 0
1999.3544520548 1004.6 5.7 0
1999.3547945205 1004.3 2.1 0
1999.3551369863 1003 2.2 0
1999.3554794521 1002.6 2 0
1999.3558219178 1002.5 5.8 0
1999.3561643836 1002.7 8.1 0
1999.3565068493 1003.1 8.5 0
1999.3568493151 1003.4 6.7 0
1999.3571917808 1005.4 3.5 0
1999.3575342466 1006.5 2.1 0
1999.3578767123 1006.5 1.3 0
1999.3582191781 1006.6 0.5 0
1999.3585616438 1006.4 3.8 0
1999.3589041096 1006.3 6.6 0
1999.3592465753 1006 7 0
1999.3595890411 1006.1 4.1 0
1999.3599315068 1008 1.2 0
1999.3602739726 1009.4 0.6 0
1999.3606164384 1010 0.5 0
1999.3609589041 1010.1 0.4 0
1999.3613013699 1011.5 2.1 0
1999.3616438356 1011.5 4 0
1999.3619863014 1011.6 4.2 0
1999.3623287671 1012 3.9 0
1999.3626712329 1012.7 2.6 0
1999.3630136986 1014.1 1.3 0
1999.3633561644 1015 0.8 0
1999.3636986301 1015.5 1.2 0
1999.3640410959 1015.9 2.1 0
1999.3643835616 1016.1 1.1 0
1999.3647260274 1015.7 1.9 0
1999.3650684932 1014.7 1.4 0
1999.3654109589 1014.3 0.8 0
1999.3657534247 1011.5 0.5 0
1999.3660958904 1010.6 0.3 0
1999.3664383562 1006.7 -0.2 0
1999.3667808219 1003.7 1.7 0
1999.3671232877 999.9 5.5 0
1999.3674657534 998.9 5.3 0
1999.3678082192 997.4 4.3 0
1999.3681506849 996.7 4 0
1999.3684931507 996.6 2.2 0
1999.3688356164 995.8 2.1 0
1999.3691780822 995.7 1.7 0
1999.3695205479 996.1 4.4 0
1999.3698630137 996 5.8 0
1999.3702054795 997.1 5 0
1999.3705479452 997.3 4.2 0
1999.370890411 999.5 3.4 0
1999.3712328767 1001 2.2 0
1999.3715753425 1001 2.1 0
1999.3719178082 1001.1 0.3 0
1999.372260274 1000.9 5 0
1999.3726027397 999.3 8.7 0
1999.3729452055 998.4 10.5 0
1999.3732876712 998.4 9.8 0
1999.373630137 1000.2 6.1 0
1999.3739726027 1000.7 4.2 0
1999.3743150685 1001.3 3.2 0
1999.3746575342 1001.3 2 0
1999.375 1001 7.3 0
1999.3753424658 1000.7 8.7 0
1999.3756849315 1000.1 8.7 0
1999.3760273973 1000.6 7.7 0
1999.376369863 1002.4 6.3 0
1999.3767123288 1003.8 4 0
1999.3770547945 1004.6 2.1 0
1999.3773972603 1005.6 0.9 0
1999.377739726 1006.6 6.4 0
1999.3780821918 1007.3 10.6 0
1999.3784246575 1008.4 13.6 0
1999.3787671233 1009.6 10.6 0
1999.379109589 1012.3 7.7 0
1999.3794520548 1014.9 3 0
1999.3797945205 1015.6 4.2 0
1999.3801369863 1016.9 2.2 0
1999.3804794521 1017.4 7 0
1999.3808219178 1017.4 12 0
1999.3811643836 1017.5 9.6 0
1999.3815068493 1017.6 9.3 0
1999.3818493151 1018.7 6.1 0
1999.3821917808 1019.7 1.3 0
1999.3825342466 1019.7 1.2 0
1999.3828767123 1018.2 0.7 0
1999.3832191781 1016.6 2.7 0
1999.3835616438 1014.4 5.7 20.8
1999.3839041096 1014.3 3.5 20.8
1999.3842465753 1013 1.7 20.8
1999.3845890411 1011.1 3.7 20.8
1999.3849315068 1010.7 2.6 20.8
1999.3852739726 1010.6 2 20.8
1999.3856164384 1010.1 2.3 20.8
1999.3859589041 1009.7 4.4 20.8
1999.3863013699 1009.9 5.1 0.6
1999.3866438356 1009.9 5 0.6
1999.3869863014 1009.6 5.2 0.6
1999.3873287671 1008.9 2.7 0.6
1999.3876712329 1010 1.9 0.6
1999.3880136986 1009.1 2.3 0.6
1999.3883561644 1009.1 2.5 0.6
1999.3886986301 1010.2 4.1 0.6
1999.3890410959 1010.8 5.1 0
1999.3893835616 1011.1 6 0
1999.3897260274 1011.3 6.2 0
1999.3900684932 1012.4 2.8 0
1999.3904109589 1012.6 2.6 0
1999.3907534247 1012.4 2.3 0
1999.3910958904 1011.8 -0.7 0
1999.3914383562 1011.5 3.3 0
1999.3917808219 1011.4 5.3 0.5
1999.3921232877 1011.6 5.7 0.5
1999.3924657534 1011.6 4.5 0.5
1999.3928082192 1012.7 2.2 0.5
1999.3931506849 1014.4 1.1 0.5
1999.3934931507 1014.9 1.3 0.5
1999.3938356164 1015.1 1.2 0.5
1999.3941780822 1015.8 1.9 0.5
1999.3945205479 1016.2 3.2 0
1999.3948630137 1016.5 4.8 0
1999.3952054795 1016.1 6 0
1999.3955479452 1017 4.5 0
1999.395890411 1017.5 2.4 0
1999.3962328767 1017.4 2.8 0
1999.3965753425 1017.4 1.1 0
1999.3969178082 1017.3 5.4 0
1999.397260274 1017.3 6.5 0
1999.3976027397 1016.5 8.4 0
1999.3979452055 1016.2 7.2 0
1999.3982876712 1017.1 4 0
1999.398630137 1017.4 1.6 0
1999.3989726027 1017 1 0
1999.3993150685 1015.6 0.5 0
1999.3996575342 1014.8 4.5 0
1999.4 1014.5 6.5 0
1999.4003424658 1013.9 6.2 0
1999.4006849315 1013.1 7.2 0
1999.4010273973 1013.6 7.1 0
1999.401369863 1013.9 3.3 0
1999.4017123288 1014 0.9 0
1999.4020547945 1013.9 -0.3 0
1999.4023972603 1012.6 5.7 0
1999.402739726 1011.9 8.7 0
1999.4030821918 1011.8 9.9 0
1999.4034246575 1011.5 9.1 0
1999.4037671233 1011.9 2.5 0
1999.404109589 1013 0.5 0
1999.4044520548 1012.9 0.1 0
1999.4047945205 1013.4 0 0
1999.4051369863 1012.8 1.3 0
1999.4054794521 1012.6 3.8 0.6
1999.4058219178 1011.4 6.6 0.6
1999.4061643836 1010.2 3.7 0.6
1999.4065068493 1009.2 2.4 0.6
1999.4068493151 1008.6 1.9 0.6
1999.4071917808 1007.1 1.6 0.6
1999.4075342466 1005.5 1.5 0.6
1999.4078767123 1005.1 2.6 0.6
1999.4082191781 1003.6 3.3 1
1999.4085616438 1001.7 4.3 1
1999.4089041096 1000.7 3.9 1
1999.4092465753 999.7 3.7 1
1999.4095890411 1000.1 2.5 1
1999.4099315068 1000.1 2.9 1
1999.4102739726 1000.5 2.8 1
1999.4106164384 1002 7.7 1
1999.4109589041 1002.5 14.1 0
1999.4113013699 1003.4 14.8 0
1999.4116438356 1004.9 15.7 0
1999.4119863014 1007.8 10.6 0
1999.4123287671 1010.8 5.8 0
1999.4126712329 1010.8 5.1 0
1999.4130136986 1010.8 4.1 0
1999.4133561644 1009.9 6.5 0
1999.4136986301 1010 7.7 0
1999.4140410959 1009.5 9.3 0
1999.4143835616 1010.4 5.7 0
1999.4147260274 1012.9 6.7 0
1999.4150684932 1014.2 5.4 0
1999.4154109589 1015.2 4.9 0
1999.4157534247 1016.9 5.1 0
1999.4160958904 1017.7 5.7 0
1999.4164383562 1018.2 8.7 0
1999.4167808219 1017.5 9.3 0
1999.4171232877 1019.3 9.3 0
1999.4174657534 1019.9 6.8 0
1999.4178082192 1021 3.1 0
1999.4181506849 1021.2 2.8 0
1999.4184931507 1020.9 3.4 0
1999.4188356164 1021.3 4.9 0
1999.4191780822 1020.8 3.8 0
1999.4195205479 1020.1 3.6 0
1999.4198630137 1019.1 3.7 0
1999.4202054795 1019.1 3.4 0
1999.4205479452 1019.1 2.9 0
1999.420890411 1017.9 2.8 0
1999.4212328767 1016.9 2.9 0
1999.4215753425 1016.4 4.3 0
1999.4219178082 1015.4 6.9 0
1999.422260274 1013.9 7.3 0
1999.4226027397 1012.9 6.6 0
1999.4229452055 1013.3 6.2 0
1999.4232876712 1013.8 3 0
1999.423630137 1012.5 2.5 0
1999.4239726027 1011.3 2.1 0
1999.4243150685 1010.2 4.5 0
1999.4246575342 1012.9 3.9 0.3
1999.425 1013.5 4.6 0.3
1999.4253424658 1012.8 5.3 0.3
1999.4256849315 1013 4.6 0.3
1999.4260273973 1012.6 4.2 0.3
1999.426369863 1011.4 3.3 0.3
1999.4267123288 1009.7 2.2 0.3
1999.4270547945 1010.2 3.7 0.3
1999.4273972603 1009.3 5.1 0.4
1999.427739726 1007.8 5.7 0.4
1999.4280821918 1006.9 5.1 0.4
1999.4284246575 1005.9 3 0.4
1999.4287671233 1005.5 1.8 0.4
1999.429109589 1003.9 2.3 0.4
1999.4294520548 1002.3 0.6 0.4
1999.4297945205 1000.5 5.5 0.4
1999.4301369863 997.5 9.6 0
1999.4304794521 995.1 11.6 0
1999.4308219178 994.2 11.3 0
1999.4311643836 995.7 6.9 0
1999.4315068493 995.7 5.5 0
1999.4318493151 996 5 0
1999.4321917808 997.5 4.4 0
1999.4325342466 998 8 0
1999.4328767123 997.7 15.7 0
1999.4332191781 997.5 16.5 0
1999.4335616438 997.3 17.4 0
1999.4339041096 998.4 12.4 0
1999.4342465753 998.8 8.9 0
1999.4345890411 998.4 8 0
1999.4349315068 998.1 7.5 0
1999.4352739726 998.3 9.4 0
1999.4356164384 999.1 8.3 0
1999.4359589041 999.8 9.6 0
1999.4363013699 1000.1 8.8 0
1999.4366438356 1002 6.2 0
1999.4369863014 1004 5.3 0
1999.4373287671 1005 4.4 0
1999.4376712329 1005.4 3.1 0
1999.4380136986 1006.5 5.6 0
1999.4383561644 1006.3 11.4 0
1999.4386986301 1006.3 11.1 0
1999.4390410959 1005.9 11.6 0
1999.4393835616 1007.9 5.1 0
1999.4397260274 1008.1 2.5 0
1999.4400684932 1008.1 2.1 0
1999.4404109589 1008.3 0.9 0
1999.4407534247 1010 5.4 0
1999.4410958904 1008.4 11.3 0
1999.4414383562 1006.6 18.2 0
1999.4417808219 1006.1 15.4 0
1999.4421232877 1006.6 10.1 0
1999.4424657534 1008.2 4.6 0
1999.4428082192 1008.3 3 0
1999.4431506849 1008.5 1.6 0
1999.4434931507 1008.4 10.9 0
1999.4438356164 1006.5 17.4 0
1999.4441780822 1005.3 22 0
1999.4445205479 1003.2 19.7 0
1999.4448630137 1003.5 14.6 0
1999.4452054795 1004.4 12.6 0
1999.4455479452 1004.1 11 0
1999.445890411 1003.2 9.5 0
1999.4462328767 1002.2 13.4 0
1999.4465753425 1000.3 14.6 8.7
1999.4469178082 1000 9.6 8.7
1999.447260274 1001.1 5.8 8.7
1999.4476027397 1001.1 5.2 8.7
1999.4479452055 1000.3 5.3 8.7
1999.4482876712 998.7 5.5 8.7
1999.448630137 998 5.7 8.7
1999.4489726027 998.3 6.9 8.7
1999.4493150685 997.6 8.7 0.6
1999.4496575342 997.9 9.6 0.6
1999.45 998.8 10.3 0.6
1999.4503424658 999.8 11.6 0.6
1999.4506849315 1001.4 9.9 0.6
1999.4510273973 1001.9 10.9 0.6
1999.451369863 1002.7 9.8 0.6
1999.4517123288 1004.3 10.8 0.6
1999.4520547945 1005.6 13.6 0
1999.4523972603 1006.8 14.9 0
1999.452739726 1008 14.2 0
1999.4530821918 1010 11.7 0
1999.4534246575 1011.9 10.2 0
1999.4537671233 1012.4 9.1 0
1999.454109589 1012.4 7.6 0
1999.4544520548 1013.7 10.5 0
1999.4547945205 1014 8.9 0
1999.4551369863 1014.1 8.9 0
1999.4554794521 1014.2 7.9 0
1999.4558219178 1014.8 7.4 0
1999.4561643836 1014.9 5.6 0
1999.4565068493 1014.5 3.9 0
1999.4568493151 1014 2.6 0
1999.4571917808 1013.4 9 0
1999.4575342466 1013 9.1 0
1999.4578767123 1012.6 10.6 0
1999.4582191781 1011.7 10.4 0
1999.4585616438 1011.6 9.3 0
1999.4589041096 1011.6 8.6 0
1999.4592465753 1011.6 9.1 0
1999.4595890411 1011.5 8.5 0
1999.4599315068 1010.1 9.6 0
1999.4602739726 1009.8 9.3 0
1999.4606164384 1009.1 11 0
1999.4609589041 1007.9 12.7 0
1999.4613013699 1007.4 10.1 0
1999.4616438356 1007.5 5.1 0
1999.4619863014 1006.6 4.1 0
1999.4623287671 1004.9 4.7 0
1999.4626712329 1003.6 8.8 0
1999.4630136986 1001.7 13.2 0.3
1999.4633561644 1000.3 16.5 0.3
1999.4636986301 1000.4 12.8 0.3
1999.4640410959 1002.8 7.5 0.3
1999.4643835616 1003.2 5.9 0.3
1999.4647260274 1003.2 5.1 0.3
1999.4650684932 1002.3 5.9 0.3
1999.4654109589 1001.3 6.5 0.3
1999.4657534247 997 13 0.4
1999.4660958904 996 17.5 0.4
1999.4664383562 995.4 16.8 0.4
1999.4667808219 996.9 8.1 0.4
1999.4671232877 999.7 6.4 0.4
1999.4674657534 1001.4 5.9 0.4
1999.4678082192 1004.6 6.3 0.4
1999.4681506849 1005.9 4.4 0.4
1999.4684931507 1007 5.9 0.5
1999.4688356164 1007.6 7.6 0.5
1999.4691780822 1007.6 7.6 0.5
1999.4695205479 1007.9 6.6 0.5
1999.4698630137 1008.3 4 0.5
1999.4702054795 1008.5 3.5 0.5
1999.4705479452 1008.4 5 0.5
1999.470890411 1008.3 7.6 0.5
1999.4712328767 1007.6 9.5 0
1999.4715753425 1006.8 11.4 0
1999.4719178082 1006.5 11.8 0
1999.472260274 1007.1 9.6 0
1999.4726027397 1007.8 6.2 0
1999.4729452055 1007.8 4.9 0
1999.4732876712 1008.2 4.8 0
1999.473630137 1005.8 10.4 0
1999.4739726027 1005.2 13.1 6.6
1999.4743150685 1003.7 15.5 6.6
1999.4746575342 1003.3 13.2 6.6
1999.475 1004 7.3 6.6
1999.4753424658 1005 6.6 6.6
1999.4756849315 1004.6 6.3 6.6
1999.4760273973 1005.4 6.7 6.6
1999.476369863 1006.8 7.3 6.6
1999.4767123288 1007.4 7.5 2.4
1999.4770547945 1007.3 9.3 2.4
1999.4773972603 1007.3 7.9 2.4
1999.477739726 1009.3 5.3 2.4
1999.4780821918 1010.2 5.1 2.4
1999.4784246575 1010.2 4.9 2.4
1999.4787671233 1010.4 6.4 2.4
1999.479109589 1011.7 5.1 2.4
1999.4794520548 1011.9 5.9 1.7
1999.4797945205 1011.8 6.3 1.7
1999.4801369863 1012.3 5.7 1.7
1999.4804794521 1012 5.5 1.7
1999.4808219178 1012 5.3 1.7
1999.4811643836 1012.6 5.2 1.7
1999.4815068493 1012.3 5.4 1.7
1999.4818493151 1011.3 5.8 1.7
1999.4821917808 1011.5 7.1 0
1999.4825342466 1011.1 6.3 0
1999.4828767123 1010.9 6 0
1999.4832191781 1011.6 5.7 0
1999.4835616438 1012.1 5.4 0
1999.4839041096 1011.9 5.3 0
1999.4842465753 1012.2 5.3 0
1999.4845890411 1012.9 6.8 0
1999.4849315068 1015.1 7.8 0
1999.4852739726 1015.7 7.9 0
1999.4856164384 1015.1 7.5 0
1999.4859589041 1016.1 7.3 0
1999.4863013699 1016.6 6.5 0
1999.4866438356 1017.6 6.4 0
1999.4869863014 1017.6 6.3 0
1999.4873287671 1017.3 9.1 0
1999.4876712329 1017.4 11.5 0
1999.4880136986 1016.1 14.4 0
1999.4883561644 1015.9 13.2 0
1999.4886986301 1015.9 10.8 0
1999.4890410959 1016.6 9 0
1999.4893835616 1016.6 8.1 0
1999.4897260274 1016.8 8.3 0
1999.4900684932 1016 11.8 0
1999.4904109589 1015 18.4 0
1999.4907534247 1014.5 18.4 0
1999.4910958904 1015.9 15.3 0
1999.4914383562 1016.4 15 0
1999.4917808219 1017.4 10.8 0
1999.4921232877 1017.8 10.1 0
1999.4924657534 1018.3 8.8 0
1999.4928082192 1019 12.5 0
1999.4931506849 1019.5 17.4 0
1999.4934931507 1018 17.3 0
1999.4938356164 1017.2 19.9 0
1999.4941780822 1017.6 15.4 0
1999.4945205479 1018.7 10.2 0
1999.4948630137 1018.7 10.1 0
1999.4952054795 1019.5 9.1 0
1999.4955479452 1019.5 14 0
1999.495890411 1018.1 19.2 0
1999.4962328767 1017 20 0
1999.4965753425 1016.4 19.1 0
1999.4969178082 1017.2 15.4 0
1999.497260274 1017.1 12.4 0
1999.4976027397 1016.8 12.2 0
1999.4979452055 1016.8 9.9 0
1999.4982876712 1015.2 15.6 0
1999.498630137 1014.1 19.3 0
1999.4989726027 1012.9 24 0
1999.4993150685 1013.2 23.6 0
1999.4996575342 1015.9 18.6 0
1999.5 1017.5 12.3 0
1999.5003424658 1017.5 10.5 0
1999.5006849315 1017.4 10.6 0
1999.5010273973 1017.5 14.2 0
1999.501369863 1016.6 18.5 0
1999.5017123288 1016.2 17 0
1999.5020547945 1016 15.9 0
1999.5023972603 1015.7 12.9 0
1999.502739726 1015.8 9.8 0
1999.5030821918 1015.8 8.5 0
1999.5034246575 1015.8 8.1 0
1999.5037671233 1016.3 9.3 0
1999.504109589 1016.3 8.3 14.1
1999.5044520548 1016.3 8.5 14.1
1999.5047945205 1016.4 7.9 14.1
1999.5051369863 1016.8 7 14.1
1999.5054794521 1017.4 6.9 14.1
1999.5058219178 1017.2 6.8 14.1
1999.5061643836 1017.2 6.9 14.1
1999.5065068493 1016.9 6.9 14.1
1999.5068493151 1016.7 7.3 8.2
1999.5071917808 1015.8 7.9 8.2
1999.5075342466 1015.6 7.3 8.2
1999.5078767123 1014.5 7.1 8.2
1999.5082191781 1013.7 6.9 8.2
1999.5085616438 1012.6 6.7 8.2
1999.5089041096 1011.3 6.9 8.2
1999.5092465753 1011 7.8 8.2
1999.5095890411 1009.3 10.8 7.7
1999.5099315068 1007.6 11.1 7.7
1999.5102739726 1006.5 10.4 7.7
1999.5106164384 1007.1 8.3 7.7
1999.5109589041 1007.8 7.4 7.7
1999.5113013699 1008.2 7.2 7.7
1999.5116438356 1009 7.1 7.7
1999.5119863014 1009.8 8.1 7.7
1999.5123287671 1008 11.2 0
1999.5126712329 1008.9 10.2 0
1999.5130136986 1009.2 11 0
1999.5133561644 1009.6 10.8 0
1999.5136986301 1010.8 8.5 0
1999.5140410959 1011.7 9.7 0
1999.5143835616 1012.7 9.5 0
1999.5147260274 1012.8 14 0
1999.5150684932 1012.6 21 0
1999.5154109589 1012.1 24.1 0
1999.5157534247 1012.2 23 0
1999.5160958904 1013.4 20.5 0
1999.5164383562 1014.5 15.5 0
1999.5167808219 1014.9 14.6 0
1999.5171232877 1014.5 14.8 0
1999.5174657534 1015 16.1 0
1999.5178082192 1014.6 17 0
1999.5181506849 1013.6 21.3 0
1999.5184931507 1013.7 20.5 0
1999.5188356164 1014.3 18 0
1999.5191780822 1013.8 17 0
